id,problem,solution
757,"[[null,null,null,null,null,null,null,null,5],[6,null,null,7,2,null,null,null,8],[null,5,2,1,null,null,null,null,6],[null,null,null,null,null,7,3,6,4],[null,null,null,null,null,9,null,5,1],[null,null,null,null,3,null,8,2,null],[8,4,null,null,null,null,null,null,null],[null,null,3,6,null,4,null,null,null],[null,null,6,null,5,1,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,4,5,3,9,2,6,1,7],[1,9,3,6,7,4,5,8,2],[2,7,6,8,5,1,4,9,3]]"
758,"[[null,null,null,null,null,3,null,null,null],[6,null,9,null,null,null,null,null,null],[null,5,2,null,null,null,null,null,null],[null,null,null,5,null,null,null,6,null],[3,null,4,2,8,null,7,null,1],[null,1,7,null,null,null,null,null,null],[8,null,null,null,null,null,null,null,7],[null,null,null,8,5,null,null,9,3],[null,null,null,null,7,4,5,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,4,5,3,9,2,6,1,7],[2,7,6,8,5,1,4,9,3],[1,9,3,6,7,4,5,8,2]]"
759,"[[null,null,null,null,null,null,null,null,null],[6,null,9,null,null,5,null,null,null],[7,null,null,null,4,null,9,null,null],[9,null,null,null,1,7,3,6,null],[null,null,null,null,null,9,7,null,null],[null,1,null,null,3,null,null,2,null],[null,null,null,null,null,null,null,1,2],[2,null,null,6,null,null,null,8,null],[null,null,6,null,7,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,5,3,9,4,6,1,2],[2,9,3,6,5,1,4,8,7],[1,4,6,8,7,2,5,9,3]]"
760,"[[4,8,null,null,6,null,2,null,null],[6,null,null,7,2,null,1,null,8],[null,5,null,null,null,null,null,null,null],[null,2,null,null,null,null,3,null,4],[3,6,null,null,null,null,7,null,null],[null,null,null,4,null,null,null,null,null],[null,null,null,null,null,4,6,1,null],[null,null,null,8,null,1,null,9,null],[null,9,null,6,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,5,3,9,4,6,1,2],[2,4,6,8,7,1,5,9,3],[1,9,3,6,5,2,4,8,7]]"
761,"[[null,null,1,null,6,3,null,null,null],[null,null,9,null,null,null,null,4,8],[7,null,2,null,null,8,null,null,null],[null,null,null,null,null,7,3,null,null],[3,6,null,null,8,null,null,5,null],[null,null,null,null,null,null,null,2,9],[null,null,null,null,9,null,6,null,null],[null,null,null,null,5,2,null,8,null],[2,null,null,null,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,5,3,9,4,6,1,2],[1,9,3,6,5,2,4,8,7],[2,4,6,8,7,1,5,9,3]]"
762,"[[4,null,null,null,null,3,null,null,null],[null,null,9,null,null,5,null,null,null],[null,5,null,1,null,null,null,null,null],[9,2,null,null,null,null,null,null,null],[3,null,null,null,8,9,7,null,null],[null,null,7,null,null,6,8,2,null],[null,null,null,3,9,null,null,1,2],[1,null,6,null,null,null,null,null,null],[null,null,null,null,null,null,4,8,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,5,3,9,4,6,1,2],[1,4,6,8,7,2,5,9,3],[2,9,3,6,5,1,4,8,7]]"
763,"[[null,null,null,null,6,null,2,null,null],[null,3,null,7,null,null,null,null,null],[7,5,null,1,null,null,null,3,null],[null,null,8,5,1,null,null,null,null],[null,null,4,null,null,null,7,null,1],[null,null,null,4,null,6,8,null,null],[null,7,null,null,null,null,4,null,null],[2,null,null,null,5,null,6,null,null],[1,null,6,null,null,null,null,null,2]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,5,6,9,2,4,1,3],[2,4,3,8,5,1,6,9,7],[1,9,6,3,7,4,5,8,2]]"
764,"[[null,null,null,null,6,null,null,null,5],[null,null,9,7,null,5,null,4,null],[null,null,2,null,null,null,null,null,null],[null,null,8,null,null,null,3,null,null],[null,6,null,2,null,null,null,null,null],[5,1,null,4,null,6,null,null,null],[8,null,null,6,9,null,null,null,null],[null,null,null,null,null,null,5,null,null],[null,null,3,null,null,1,null,9,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,5,6,9,2,4,1,3],[1,9,6,3,7,4,5,8,2],[2,4,3,8,5,1,6,9,7]]"
765,"[[null,null,1,null,6,3,2,null,null],[null,null,9,null,null,null,1,null,null],[null,5,null,null,null,null,null,null,6],[null,null,null,5,null,null,3,null,null],[null,6,null,null,8,null,null,5,null],[null,null,7,4,null,null,null,null,null],[null,7,6,null,null,null,null,1,null],[2,null,3,null,null,null,null,null,null],[null,null,null,8,null,2,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,6,3,9,4,5,1,2],[2,9,3,6,5,1,4,8,7],[1,4,5,8,7,2,6,9,3]]"
766,"[[null,8,1,null,null,3,null,7,null],[6,null,null,7,2,null,null,null,8],[null,null,null,null,null,null,null,3,null],[null,null,8,null,1,null,null,null,4],[null,null,null,2,null,9,null,null,1],[5,null,null,4,null,null,null,null,null],[null,null,null,null,null,null,null,null,2],[null,9,5,6,null,1,null,null,null],[null,null,null,null,5,null,null,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,6,3,9,4,5,1,2],[2,9,5,6,7,1,4,8,3],[1,4,3,8,5,2,6,9,7]]"
767,"[[4,null,1,9,6,3,null,null,null],[6,null,9,null,null,5,null,null,null],[null,null,null,null,null,null,null,null,null],[null,null,8,5,null,null,null,6,null],[null,null,null,null,null,9,7,null,1],[5,null,7,null,null,null,null,null,null],[null,null,null,null,null,null,5,1,null],[null,4,null,8,null,null,null,null,null],[null,9,null,6,null,2,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,6,3,9,4,5,1,2],[2,4,3,8,5,1,6,9,7],[1,9,5,6,7,2,4,8,3]]"
768,"[[4,null,null,9,null,null,null,7,null],[null,null,null,7,null,null,null,null,8],[null,null,2,null,4,8,null,null,null],[9,2,null,null,1,null,3,null,null],[null,6,null,null,null,null,null,null,null],[null,null,null,null,3,null,null,null,null],[null,7,null,null,null,null,null,null,2],[null,null,5,8,null,null,null,9,null],[null,null,3,6,null,2,4,8,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,6,3,9,4,5,1,2],[2,4,5,8,7,1,6,9,3],[1,9,3,6,5,2,4,8,7]]"
769,"[[4,null,null,9,null,null,2,null,null],[null,3,null,null,2,5,null,null,8],[7,null,null,null,4,null,9,null,null],[9,null,null,null,1,null,null,null,null],[null,6,null,null,null,null,7,null,null],[null,1,null,null,3,null,null,2,null],[null,null,null,null,null,null,null,1,null],[null,null,null,6,5,null,null,null,null],[2,null,null,8,null,null,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,6,3,9,4,5,1,2],[1,9,3,6,5,2,4,8,7],[2,4,5,8,7,1,6,9,3]]"
770,"[[null,null,1,null,6,null,2,7,null],[null,3,null,null,null,null,null,null,null],[null,5,null,null,null,8,9,null,6],[9,null,null,5,1,null,null,6,null],[null,null,null,null,8,null,null,5,null],[null,null,7,null,null,6,null,null,null],[8,null,null,null,9,4,null,null,null],[null,null,null,null,null,null,null,8,3],[2,4,null,null,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,6,3,9,4,5,1,2],[1,9,5,6,7,2,4,8,3],[2,4,3,8,5,1,6,9,7]]"
771,"[[null,null,1,null,6,null,null,null,null],[null,null,null,null,null,5,null,null,8],[null,null,null,null,4,8,null,null,null],[null,null,null,null,1,null,null,6,4],[3,null,4,null,null,null,null,null,1],[5,null,null,null,null,null,8,null,null],[8,null,6,null,9,null,null,null,2],[null,null,null,null,7,null,null,null,3],[null,9,null,6,null,1,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,6,3,9,4,5,1,2],[1,4,5,8,7,2,6,9,3],[2,9,3,6,5,1,4,8,7]]"
772,"[[4,8,null,null,null,null,2,null,null],[null,null,null,null,null,null,null,null,null],[7,null,null,1,null,null,null,3,6],[null,null,null,5,1,null,3,null,null],[3,null,4,null,null,null,7,null,null],[null,1,null,null,3,null,8,2,null],[8,null,null,null,9,null,5,null,2],[null,null,null,null,5,null,6,null,null],[null,9,5,null,null,1,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,6,3,9,4,5,1,2],[1,4,3,8,5,2,6,9,7],[2,9,5,6,7,1,4,8,3]]"
773,"[[4,8,1,9,null,null,null,7,null],[6,null,null,null,null,5,null,4,null],[null,null,null,1,null,null,null,null,null],[null,2,8,null,null,null,null,6,null],[null,null,null,2,null,9,7,null,null],[5,null,null,null,null,6,8,2,null],[8,7,6,null,null,null,null,null,null],[null,null,3,null,null,null,null,null,null],[null,null,null,null,null,4,null,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,6,3,5,1,4,9,2],[1,4,3,6,9,2,5,8,7],[2,9,5,8,7,4,6,1,3]]"
774,"[[null,null,1,9,null,null,null,null,null],[null,3,9,null,null,null,null,null,null],[null,null,null,null,4,8,null,null,6],[9,null,null,null,null,7,null,null,null],[null,null,null,null,8,9,7,5,null],[null,null,null,4,3,null,null,null,null],[null,null,6,3,5,null,null,null,2],[2,null,null,null,7,null,null,1,null],[1,null,null,null,null,2,null,8,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,6,3,5,1,4,9,2],[2,9,5,8,7,4,6,1,3],[1,4,3,6,9,2,5,8,7]]"
775,"[[null,null,1,null,null,null,null,7,null],[null,null,9,7,null,5,null,4,null],[7,null,null,null,4,null,9,null,null],[9,null,null,5,null,null,3,null,4],[3,null,null,null,null,null,null,null,null],[5,null,7,null,null,6,null,2,null],[null,null,null,null,null,1,null,null,null],[null,null,null,null,null,null,null,null,3],[null,4,6,null,null,2,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,3,6,5,1,4,9,2],[2,9,5,8,7,4,6,1,3],[1,4,6,3,9,2,5,8,7]]"
776,"[[null,null,null,9,null,3,null,7,null],[6,null,null,null,null,5,1,null,null],[null,null,null,null,null,8,null,3,6],[null,2,null,null,null,null,null,null,4],[3,6,null,null,null,null,null,null,null],[null,1,null,null,null,6,null,null,null],[null,null,null,null,null,null,null,9,null],[2,null,null,null,7,null,5,1,null],[null,4,5,null,9,null,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,3,6,5,1,4,9,2],[2,9,6,8,7,4,5,1,3],[1,4,5,3,9,2,6,8,7]]"
777,"[[4,8,null,null,6,null,null,null,5],[null,null,null,null,2,null,1,null,null],[7,null,null,1,4,null,null,null,null],[9,null,null,5,1,null,null,6,null],[null,6,null,2,8,null,null,null,null],[null,null,7,null,null,null,null,2,null],[null,null,null,6,null,null,null,null,null],[null,4,null,null,9,null,5,null,null],[null,9,null,null,null,null,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,3,6,5,1,4,9,2],[1,4,6,3,9,2,5,8,7],[2,9,5,8,7,4,6,1,3]]"
778,"[[4,null,null,null,null,3,null,null,null],[6,null,9,null,null,null,1,null,null],[null,5,null,null,null,null,9,null,6],[null,null,8,5,1,null,null,null,null],[null,null,null,null,8,null,7,null,null],[5,1,null,null,null,6,null,null,null],[null,7,3,6,null,null,null,9,2],[1,null,null,3,null,null,null,null,null],[2,null,6,null,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,3,6,5,1,4,9,2],[1,4,5,3,9,2,6,8,7],[2,9,6,8,7,4,5,1,3]]"
779,"[[4,null,null,9,null,3,null,null,5],[null,null,9,null,null,null,null,null,8],[null,null,null,1,4,null,9,null,null],[null,2,null,null,null,7,null,6,4],[3,null,null,null,null,null,null,null,1],[null,1,null,null,null,6,null,2,null],[null,null,null,null,null,null,null,null,null],[null,null,5,null,7,null,null,null,null],[1,null,6,null,5,null,null,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,3,6,9,4,5,1,2],[2,4,5,8,7,1,6,9,3],[1,9,6,3,5,2,4,8,7]]"
780,"[[4,8,null,9,null,3,null,null,null],[null,null,9,null,2,5,null,null,null],[null,5,null,1,4,null,null,null,null],[9,null,null,null,1,null,null,6,null],[3,6,null,2,null,null,7,null,null],[null,null,null,4,null,null,null,null,null],[8,7,null,null,null,null,5,1,null],[null,null,null,3,5,null,null,null,null],[1,null,null,null,null,null,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,3,6,9,4,5,1,2],[2,9,6,3,5,1,4,8,7],[1,4,5,8,7,2,6,9,3]]"
781,"[[null,8,null,null,null,null,null,null,null],[null,3,null,null,2,null,1,null,8],[null,null,2,null,null,null,null,null,6],[9,null,null,null,null,7,null,null,4],[null,6,null,null,null,9,null,5,null],[null,1,null,4,null,6,null,2,null],[8,7,null,6,null,null,5,1,null],[1,null,null,null,null,2,6,null,null],[null,null,null,3,null,null,null,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,3,6,9,4,5,1,2],[1,4,5,8,7,2,6,9,3],[2,9,6,3,5,1,4,8,7]]"
782,"[[4,null,1,null,null,null,null,null,5],[null,null,null,7,null,5,1,null,null],[null,null,null,null,4,null,null,3,null],[null,null,null,null,null,null,null,null,null],[null,6,null,null,null,9,null,null,1],[null,null,7,null,3,null,null,2,9],[null,null,null,6,9,null,null,null,2],[1,null,null,null,null,null,4,8,null],[null,null,null,8,7,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,7,3,6,9,4,5,1,2],[1,9,6,3,5,2,4,8,7],[2,4,5,8,7,1,6,9,3]]"
783,"[[4,null,null,null,6,3,null,7,null],[null,3,null,null,null,5,null,null,null],[null,null,2,1,null,null,null,null,null],[null,null,null,null,null,null,3,6,null],[3,null,null,2,null,9,null,5,1],[null,null,null,4,null,null,null,null,9],[null,null,null,null,null,null,4,1,null],[null,null,6,8,7,null,null,null,null],[null,7,null,null,null,null,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,3,6,5,2,4,1,7],[2,4,6,8,7,1,5,9,3],[1,7,5,3,9,4,6,8,2]]"
784,"[[null,null,1,null,null,3,null,7,5],[null,null,null,7,null,null,null,null,8],[null,null,null,null,null,null,null,null,null],[null,null,null,null,null,null,3,null,4],[3,null,null,2,null,null,null,null,1],[5,null,7,null,null,6,null,null,null],[null,9,3,null,5,null,null,1,null],[null,4,5,null,null,1,null,null,3],[null,null,6,null,9,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,3,6,5,2,4,1,7],[2,4,5,8,7,1,6,9,3],[1,7,6,3,9,4,5,8,2]]"
785,"[[null,null,null,null,6,null,null,7,null],[null,null,9,null,2,5,null,null,null],[null,5,2,null,null,8,null,null,null],[9,null,null,null,null,null,null,null,4],[null,6,4,2,8,9,7,null,null],[null,null,7,null,null,null,8,null,null],[null,9,null,null,null,null,null,1,null],[1,null,null,3,null,null,5,null,null],[null,null,null,null,7,null,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,3,6,5,2,4,1,7],[1,7,6,3,9,4,5,8,2],[2,4,5,8,7,1,6,9,3]]"
786,"[[4,8,null,null,null,null,null,7,null],[null,3,null,null,null,5,null,null,null],[null,5,null,null,4,null,9,null,6],[9,null,null,5,null,null,null,null,null],[null,null,null,null,null,null,null,null,1],[null,null,null,null,null,6,8,null,9],[null,null,null,null,null,null,null,1,null],[1,null,null,null,9,4,null,null,2],[null,4,6,8,7,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,3,6,5,2,4,1,7],[1,7,5,3,9,4,6,8,2],[2,4,6,8,7,1,5,9,3]]"
787,"[[4,null,1,null,null,3,2,null,null],[null,null,9,null,null,5,null,null,null],[7,null,null,null,null,8,null,null,null],[null,null,null,null,null,null,null,6,null],[null,6,4,2,8,9,null,null,null],[5,null,null,null,3,null,null,null,9],[null,9,null,6,null,null,null,1,null],[1,null,null,null,null,2,null,null,null],[null,null,6,null,null,null,4,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,3,6,7,4,5,1,2],[1,4,5,3,9,2,6,8,7],[2,7,6,8,5,1,4,9,3]]"
788,"[[null,null,null,null,null,3,2,null,null],[null,null,9,7,null,null,null,null,8],[7,null,null,null,null,null,null,3,null],[null,2,null,null,null,7,3,null,4],[null,6,4,null,8,null,null,5,null],[null,null,null,null,null,null,null,null,null],[null,9,null,null,null,4,null,null,null],[1,null,null,8,null,2,null,9,3],[null,null,5,null,null,1,null,8,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,3,6,7,4,5,1,2],[1,7,6,8,5,2,4,9,3],[2,4,5,3,9,1,6,8,7]]"
789,"[[null,null,null,9,null,null,null,7,null],[null,null,null,null,null,5,null,null,null],[null,null,2,1,4,null,null,null,6],[9,null,null,null,null,7,null,null,null],[null,6,null,null,8,null,null,null,1],[null,null,null,4,3,null,8,2,null],[null,9,null,null,null,null,null,1,2],[null,7,6,null,null,null,null,null,3],[null,null,null,null,null,2,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,3,6,7,4,5,1,2],[2,7,6,8,5,1,4,9,3],[1,4,5,3,9,2,6,8,7]]"
790,"[[null,null,null,9,6,null,2,null,null],[null,3,9,null,null,null,null,null,null],[7,5,2,1,null,null,null,3,null],[null,null,null,5,null,null,3,null,null],[null,6,null,2,null,null,7,null,1],[null,1,null,null,null,6,null,null,null],[null,null,3,null,7,null,null,1,null],[null,4,null,null,null,null,null,8,null],[null,null,null,null,null,2,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,3,6,7,4,5,1,2],[2,4,5,3,9,1,6,8,7],[1,7,6,8,5,2,4,9,3]]"
791,"[[null,null,null,null,null,3,null,null,5],[null,null,9,7,null,5,null,4,null],[null,null,null,1,4,null,null,null,null],[null,null,null,null,null,null,3,null,null],[3,6,null,null,null,9,null,null,1],[null,1,7,4,null,null,null,null,9],[8,null,null,null,null,null,null,null,null],[null,7,3,null,9,null,null,8,null],[2,null,5,null,7,null,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,6,3,5,2,4,1,7],[1,7,3,6,9,4,5,8,2],[2,4,5,8,7,1,6,9,3]]"
792,"[[null,8,null,null,null,3,2,null,null],[6,null,null,null,null,5,1,null,null],[null,null,null,null,4,null,null,null,null],[null,null,null,5,null,null,3,null,null],[null,null,null,null,8,null,null,null,null],[5,null,null,null,null,null,null,null,9],[null,9,null,null,null,null,4,1,null],[null,4,null,8,7,null,6,null,null],[1,null,null,6,null,null,null,8,2]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,6,3,5,2,4,1,7],[2,4,5,8,7,1,6,9,3],[1,7,3,6,9,4,5,8,2]]"
793,"[[null,null,null,null,null,3,2,null,null],[null,null,9,7,null,null,null,4,null],[null,5,null,null,null,null,null,null,null],[null,2,null,null,null,null,null,null,null],[null,6,null,null,null,9,null,null,1],[5,1,7,null,null,null,null,2,null],[null,9,null,3,7,null,null,null,null],[null,null,null,6,null,null,4,8,null],[null,null,3,8,null,1,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,6,3,7,4,5,1,2],[1,7,5,6,9,2,4,8,3],[2,4,3,8,5,1,6,9,7]]"
794,"[[null,null,1,null,6,null,null,null,5],[null,3,9,null,null,null,null,4,8],[null,null,null,null,null,null,9,null,null],[9,null,null,5,null,null,null,null,null],[null,6,4,null,null,null,null,null,1],[null,null,null,null,null,null,8,2,null],[null,null,null,3,null,null,5,null,null],[1,null,null,null,null,2,6,null,null],[null,7,5,null,null,1,4,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,6,3,7,4,5,1,2],[1,4,3,8,5,2,6,9,7],[2,7,5,6,9,1,4,8,3]]"
795,"[[4,null,1,null,null,3,null,7,null],[null,3,null,null,null,5,1,null,null],[7,5,2,1,null,null,null,3,null],[9,2,null,null,null,null,3,null,null],[null,null,4,null,8,null,null,null,1],[null,null,null,null,null,null,8,null,null],[null,9,null,3,null,null,null,null,2],[null,null,null,null,null,null,6,null,7],[1,null,null,6,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[5,1,7,4,3,6,8,2,9],[8,9,6,3,7,4,5,1,2],[2,4,3,8,5,1,6,9,7],[1,7,5,6,9,2,4,8,3]]"
